loading testing images...	
05_00001, 0/1(0.000) area: 26.268, gt: 5, answer: 33, prob: 0.6622	
16_00921, 9030/17662(0.511) area: 77.330, gt: 16, answer: 31, prob: 0.9996	
17_00795, 9031/17663(0.511) area: 33.466, gt: 17, answer: 17, prob: 0.8842	
31_00659, 9032/17664(0.511) area: 116.146, gt: 31, answer: 31, prob: 0.9991	
10_00838, 9033/17665(0.511) area: 57.131, gt: 10, answer: 10, prob: 0.9987	
11_01056, 9034/17666(0.511) area: 50.458, gt: 11, answer: 11, prob: 0.8660	
12_00174, 9035/17667(0.511) area: 30.299, gt: 12, answer: 12, prob: 0.9989	
13_00214, 9036/17668(0.511) area: 38.730, gt: 13, answer: 13, prob: 1.0000	
17_00796, 9037/17669(0.511) area: 32.404, gt: 17, answer: 17, prob: 0.9712	
17_00797, 9038/17670(0.511) area: 48.000, gt: 17, answer: 17, prob: 0.9997	
30_00720, 9039/17671(0.512) area: 82.316, gt: 30, answer: 30, prob: 1.0000	
30_00721, 9040/17672(0.512) area: 65.992, gt: 30, answer: 30, prob: 1.0000	
30_00722, 9041/17673(0.512) area: 83.319, gt: 30, answer: 30, prob: 1.0000	
16_00922, 9041/17674(0.512) area: 89.722, gt: 16, answer: 17, prob: 0.6339	
24_00876, 9041/17675(0.512) area: 25.298, gt: 24, answer: 33, prob: 0.6116	
31_00660, 9042/17676(0.512) area: 111.149, gt: 31, answer: 31, prob: 1.0000	
07_01223, 9043/17677(0.512) area: 25.298, gt: 7, answer: 7, prob: 0.9651	
16_00923, 9044/17678(0.512) area: 64.343, gt: 16, answer: 16, prob: 0.5830	
24_00877, 9044/17679(0.512) area: 30.984, gt: 24, answer: 12, prob: 0.8115	
31_00661, 9045/17680(0.512) area: 84.558, gt: 31, answer: 31, prob: 0.9996	
03_00465, 9045/17681(0.512) area: 24.372, gt: 3, answer: 5, prob: 0.3453	
07_01224, 9046/17682(0.512) area: 34.641, gt: 7, answer: 7, prob: 0.9520	
10_00839, 9047/17683(0.512) area: 61.709, gt: 10, answer: 10, prob: 0.9993	
11_01057, 9048/17684(0.512) area: 69.800, gt: 11, answer: 11, prob: 0.9965	
12_00175, 9049/17685(0.512) area: 30.854, gt: 12, answer: 12, prob: 0.9998	
13_00215, 9050/17686(0.512) area: 54.083, gt: 13, answer: 13, prob: 0.9999	
16_00924, 9051/17687(0.512) area: 73.790, gt: 16, answer: 16, prob: 0.3785	
24_00878, 9051/17688(0.512) area: 41.988, gt: 24, answer: 12, prob: 0.9320	
31_00662, 9052/17689(0.512) area: 106.489, gt: 31, answer: 31, prob: 1.0000	
10_00840, 9053/17690(0.512) area: 53.404, gt: 10, answer: 10, prob: 0.9998	
11_01058, 9054/17691(0.512) area: 52.802, gt: 11, answer: 11, prob: 0.9841	
12_00176, 9055/17692(0.512) area: 26.702, gt: 12, answer: 12, prob: 0.8683	
13_00216, 9056/17693(0.512) area: 40.150, gt: 13, answer: 13, prob: 1.0000	
17_00798, 9057/17694(0.512) area: 35.412, gt: 17, answer: 17, prob: 0.9730	
23_00555, 9057/17695(0.512) area: 22.913, gt: 23, answer: 30, prob: 0.6201	
03_00466, 9057/17696(0.512) area: 22.847, gt: 3, answer: 33, prob: 0.2474	
10_00841, 9058/17697(0.512) area: 70.200, gt: 10, answer: 10, prob: 0.9995	
11_01059, 9059/17698(0.512) area: 58.344, gt: 11, answer: 11, prob: 0.9219	
12_00177, 9060/17699(0.512) area: 36.332, gt: 12, answer: 12, prob: 0.9998	
13_00217, 9061/17700(0.512) area: 46.648, gt: 13, answer: 13, prob: 1.0000	
17_00799, 9062/17701(0.512) area: 36.414, gt: 17, answer: 17, prob: 0.9595	
23_00556, 9062/17702(0.512) area: 26.000, gt: 23, answer: 12, prob: 0.6288	
30_00723, 9063/17703(0.512) area: 80.604, gt: 30, answer: 30, prob: 1.0000	
30_00724, 9064/17704(0.512) area: 57.991, gt: 30, answer: 30, prob: 1.0000	
30_00725, 9065/17705(0.512) area: 66.483, gt: 30, answer: 30, prob: 1.0000	
05_00972, 9066/17706(0.512) area: 29.749, gt: 5, answer: 5, prob: 0.4762	
07_01225, 9066/17707(0.512) area: 21.633, gt: 7, answer: 12, prob: 0.9244	
16_00925, 9066/17708(0.512) area: 63.875, gt: 16, answer: 10, prob: 0.5726	
31_00663, 9067/17709(0.512) area: 70.321, gt: 31, answer: 31, prob: 1.0000	
16_00926, 9067/17710(0.512) area: 59.515, gt: 16, answer: 10, prob: 0.3826	
31_00664, 9068/17711(0.512) area: 72.560, gt: 31, answer: 31, prob: 1.0000	
03_00467, 9068/17712(0.512) area: 21.817, gt: 3, answer: 5, prob: 0.3698	
10_00842, 9069/17713(0.512) area: 58.138, gt: 10, answer: 10, prob: 0.9998	
11_01060, 9070/17714(0.512) area: 65.917, gt: 11, answer: 11, prob: 0.9964	
12_00178, 9071/17715(0.512) area: 27.713, gt: 12, answer: 12, prob: 0.9947	
13_00218, 9072/17716(0.512) area: 49.850, gt: 13, answer: 13, prob: 1.0000	
16_00927, 9072/17717(0.512) area: 84.285, gt: 16, answer: 10, prob: 0.6126	
17_00800, 9073/17718(0.512) area: 47.434, gt: 17, answer: 17, prob: 0.5333	
10_00843, 9074/17719(0.512) area: 58.138, gt: 10, answer: 10, prob: 0.9996	
11_01061, 9075/17720(0.512) area: 54.222, gt: 11, answer: 11, prob: 0.9789	
12_00179, 9076/17721(0.512) area: 28.723, gt: 12, answer: 12, prob: 0.9983	
13_00219, 9077/17722(0.512) area: 43.081, gt: 13, answer: 13, prob: 1.0000	
17_00801, 9078/17723(0.512) area: 35.944, gt: 17, answer: 17, prob: 0.9995	
23_00557, 9079/17724(0.512) area: 22.913, gt: 23, answer: 23, prob: 0.5041	
03_00468, 9079/17725(0.512) area: 27.495, gt: 3, answer: 33, prob: 0.6583	
10_00844, 9080/17726(0.512) area: 58.992, gt: 10, answer: 10, prob: 0.9983	
11_01062, 9081/17727(0.512) area: 70.626, gt: 11, answer: 11, prob: 0.9964	
13_00220, 9082/17728(0.512) area: 56.912, gt: 13, answer: 13, prob: 1.0000	
17_00802, 9083/17729(0.512) area: 43.474, gt: 17, answer: 17, prob: 0.9996	
23_00558, 9084/17730(0.512) area: 24.658, gt: 23, answer: 23, prob: 0.2298	
30_00726, 9085/17731(0.512) area: 50.912, gt: 30, answer: 30, prob: 1.0000	
30_00727, 9086/17732(0.512) area: 51.913, gt: 30, answer: 30, prob: 1.0000	
07_01226, 9086/17733(0.512) area: 27.911, gt: 7, answer: 12, prob: 0.8632	
16_00928, 9086/17734(0.512) area: 54.000, gt: 16, answer: 17, prob: 0.4212	
24_00879, 9086/17735(0.512) area: 30.463, gt: 24, answer: 12, prob: 0.7827	
31_00665, 9087/17736(0.512) area: 76.315, gt: 31, answer: 31, prob: 0.9990	
16_00929, 9088/17737(0.512) area: 53.066, gt: 16, answer: 16, prob: 0.7466	
31_00666, 9089/17738(0.512) area: 55.929, gt: 31, answer: 31, prob: 1.0000	
07_01227, 9090/17739(0.512) area: 19.596, gt: 7, answer: 7, prob: 0.7167	
10_00845, 9091/17740(0.512) area: 74.297, gt: 10, answer: 10, prob: 1.0000	
12_00180, 9092/17741(0.512) area: 39.547, gt: 12, answer: 12, prob: 0.9639	
16_00930, 9093/17742(0.513) area: 55.857, gt: 16, answer: 16, prob: 0.8920	
31_00667, 9094/17743(0.513) area: 63.246, gt: 31, answer: 31, prob: 1.0000	
03_00469, 9094/17744(0.513) area: 20.785, gt: 3, answer: 11, prob: 0.4432	
10_00846, 9095/17745(0.513) area: 54.259, gt: 10, answer: 10, prob: 1.0000	
11_01063, 9096/17746(0.513) area: 63.883, gt: 11, answer: 11, prob: 0.9690	
12_00181, 9097/17747(0.513) area: 27.964, gt: 12, answer: 12, prob: 0.9950	
13_00221, 9098/17748(0.513) area: 49.143, gt: 13, answer: 13, prob: 1.0000	
17_00803, 9099/17749(0.513) area: 45.475, gt: 17, answer: 17, prob: 0.9984	
03_00470, 9099/17750(0.513) area: 22.045, gt: 3, answer: 5, prob: 0.3665	
10_00847, 9100/17751(0.513) area: 61.343, gt: 10, answer: 10, prob: 0.9996	
11_01064, 9101/17752(0.513) area: 58.975, gt: 11, answer: 11, prob: 0.9788	
12_00182, 9102/17753(0.513) area: 31.749, gt: 12, answer: 12, prob: 0.9860	
13_00222, 9103/17754(0.513) area: 47.371, gt: 13, answer: 13, prob: 1.0000	
17_00804, 9104/17755(0.513) area: 38.949, gt: 17, answer: 17, prob: 0.9968	
23_00559, 9104/17756(0.513) area: 22.804, gt: 23, answer: 30, prob: 0.3260	
11_01065, 9105/17757(0.513) area: 85.592, gt: 11, answer: 11, prob: 0.9856	
13_00223, 9106/17758(0.513) area: 69.448, gt: 13, answer: 13, prob: 1.0000	
17_00805, 9107/17759(0.513) area: 52.000, gt: 17, answer: 17, prob: 0.9996	
23_00560, 9108/17760(0.513) area: 24.372, gt: 23, answer: 23, prob: 0.2718	
30_00728, 9109/17761(0.513) area: 44.721, gt: 30, answer: 30, prob: 0.9555	
30_00729, 9110/17762(0.513) area: 42.143, gt: 30, answer: 30, prob: 0.9923	
16_00931, 9111/17763(0.513) area: 59.925, gt: 16, answer: 16, prob: 0.9921	
30_00730, 9112/17764(0.513) area: 59.992, gt: 30, answer: 30, prob: 0.9993	
31_00668, 9113/17765(0.513) area: 57.827, gt: 31, answer: 31, prob: 0.9999	
16_00932, 9114/17766(0.513) area: 45.033, gt: 16, answer: 16, prob: 0.9763	
31_00669, 9115/17767(0.513) area: 45.000, gt: 31, answer: 31, prob: 1.0000	
03_00471, 9115/17768(0.513) area: 30.033, gt: 3, answer: 30, prob: 0.7463	
10_00848, 9116/17769(0.513) area: 68.352, gt: 10, answer: 10, prob: 0.9999	
12_00183, 9117/17770(0.513) area: 31.859, gt: 12, answer: 12, prob: 0.9999	
13_00224, 9118/17771(0.513) area: 37.749, gt: 13, answer: 13, prob: 0.9989	
16_00933, 9119/17772(0.513) area: 52.307, gt: 16, answer: 16, prob: 0.9981	
31_00670, 9120/17773(0.513) area: 57.498, gt: 31, answer: 31, prob: 0.9993	
03_00472, 9120/17774(0.513) area: 20.396, gt: 3, answer: 5, prob: 0.6385	
10_00849, 9121/17775(0.513) area: 53.833, gt: 10, answer: 10, prob: 0.9999	
11_01066, 9122/17776(0.513) area: 62.865, gt: 11, answer: 11, prob: 0.9851	
12_00184, 9123/17777(0.513) area: 26.115, gt: 12, answer: 12, prob: 0.9972	
13_00225, 9124/17778(0.513) area: 48.785, gt: 13, answer: 13, prob: 1.0000	
17_00806, 9125/17779(0.513) area: 43.989, gt: 17, answer: 17, prob: 1.0000	
23_00561, 9125/17780(0.513) area: 32.939, gt: 23, answer: 30, prob: 0.8867	
03_00473, 9125/17781(0.513) area: 23.875, gt: 3, answer: 30, prob: 0.5849	
10_00850, 9126/17782(0.513) area: 67.082, gt: 10, answer: 10, prob: 0.9999	
11_01067, 9127/17783(0.513) area: 63.071, gt: 11, answer: 11, prob: 0.9931	
12_00185, 9128/17784(0.513) area: 33.764, gt: 12, answer: 12, prob: 0.9999	
13_00226, 9129/17785(0.513) area: 51.942, gt: 13, answer: 13, prob: 1.0000	
17_00807, 9130/17786(0.513) area: 40.988, gt: 17, answer: 17, prob: 0.9999	
23_00562, 9131/17787(0.513) area: 23.812, gt: 23, answer: 23, prob: 0.2557	
11_01068, 9132/17788(0.513) area: 46.433, gt: 11, answer: 11, prob: 0.9765	
17_00808, 9133/17789(0.513) area: 60.448, gt: 17, answer: 17, prob: 0.9985	
23_00563, 9133/17790(0.513) area: 26.382, gt: 23, answer: 30, prob: 0.2514	
30_00731, 9134/17791(0.513) area: 41.134, gt: 30, answer: 30, prob: 0.9994	
30_00732, 9135/17792(0.513) area: 34.293, gt: 30, answer: 30, prob: 0.9871	
16_00934, 9136/17793(0.513) area: 51.962, gt: 16, answer: 16, prob: 0.9909	
30_00733, 9137/17794(0.513) area: 44.159, gt: 30, answer: 30, prob: 0.9977	
31_00671, 9138/17795(0.514) area: 46.152, gt: 31, answer: 31, prob: 0.9999	
16_00935, 9139/17796(0.514) area: 39.243, gt: 16, answer: 16, prob: 0.9986	
31_00672, 9140/17797(0.514) area: 38.884, gt: 31, answer: 31, prob: 0.9957	
03_00474, 9140/17798(0.514) area: 27.568, gt: 3, answer: 30, prob: 0.9266	
10_00851, 9141/17799(0.514) area: 64.807, gt: 10, answer: 10, prob: 1.0000	
11_01069, 9141/17800(0.514) area: 51.303, gt: 11, answer: 10, prob: 0.2670	
12_00186, 9142/17801(0.514) area: 28.723, gt: 12, answer: 12, prob: 0.9988	
13_00227, 9143/17802(0.514) area: 66.948, gt: 13, answer: 13, prob: 1.0000	
16_00936, 9144/17803(0.514) area: 47.833, gt: 16, answer: 16, prob: 0.9564	
31_00673, 9145/17804(0.514) area: 50.160, gt: 31, answer: 31, prob: 0.9855	
03_00475, 9145/17805(0.514) area: 21.024, gt: 3, answer: 30, prob: 0.6330	
10_00852, 9146/17806(0.514) area: 54.415, gt: 10, answer: 10, prob: 0.9999	
11_01070, 9147/17807(0.514) area: 63.048, gt: 11, answer: 11, prob: 0.9967	
12_00187, 9148/17808(0.514) area: 26.115, gt: 12, answer: 12, prob: 0.9997	
13_00228, 9149/17809(0.514) area: 49.112, gt: 13, answer: 13, prob: 1.0000	
17_00809, 9150/17810(0.514) area: 43.497, gt: 17, answer: 17, prob: 0.9971	
23_00564, 9150/17811(0.514) area: 32.939, gt: 23, answer: 30, prob: 0.6396	
03_00476, 9150/17812(0.514) area: 25.690, gt: 3, answer: 30, prob: 0.8838	
10_00853, 9151/17813(0.514) area: 72.753, gt: 10, answer: 10, prob: 0.9999	
11_01071, 9152/17814(0.514) area: 68.367, gt: 11, answer: 11, prob: 0.9607	
12_00188, 9153/17815(0.514) area: 36.332, gt: 12, answer: 12, prob: 0.9997	
13_00229, 9154/17816(0.514) area: 56.409, gt: 13, answer: 13, prob: 1.0000	
17_00810, 9155/17817(0.514) area: 43.989, gt: 17, answer: 17, prob: 0.9998	
23_00565, 9156/17818(0.514) area: 25.259, gt: 23, answer: 23, prob: 0.2692	
17_00811, 9156/17819(0.514) area: 26.000, gt: 17, answer: 12, prob: 0.9852	
23_00566, 9157/17820(0.514) area: 29.933, gt: 23, answer: 23, prob: 0.3244	
30_00734, 9158/17821(0.514) area: 36.332, gt: 30, answer: 30, prob: 0.8689	
30_00735, 9159/17822(0.514) area: 28.531, gt: 30, answer: 30, prob: 0.8669	
16_00937, 9160/17823(0.514) area: 42.953, gt: 16, answer: 16, prob: 0.9859	
30_00736, 9161/17824(0.514) area: 35.917, gt: 30, answer: 30, prob: 0.9502	
31_00674, 9162/17825(0.514) area: 37.630, gt: 31, answer: 31, prob: 1.0000	
16_00938, 9163/17826(0.514) area: 35.777, gt: 16, answer: 16, prob: 0.9911	
31_00675, 9164/17827(0.514) area: 32.863, gt: 31, answer: 31, prob: 0.9997	
03_00477, 9164/17828(0.514) area: 23.622, gt: 3, answer: 30, prob: 0.9071	
10_00854, 9165/17829(0.514) area: 57.236, gt: 10, answer: 10, prob: 0.9999	
11_01072, 9166/17830(0.514) area: 78.486, gt: 11, answer: 11, prob: 0.9991	
12_00189, 9167/17831(0.514) area: 25.690, gt: 12, answer: 12, prob: 0.9845	
13_00230, 9168/17832(0.514) area: 57.315, gt: 13, answer: 13, prob: 1.0000	
16_00939, 9169/17833(0.514) area: 47.990, gt: 16, answer: 16, prob: 0.6878	
17_00812, 9170/17834(0.514) area: 57.784, gt: 17, answer: 17, prob: 0.9998	
31_00676, 9171/17835(0.514) area: 47.718, gt: 31, answer: 31, prob: 0.9853	
03_00478, 9171/17836(0.514) area: 20.396, gt: 3, answer: 11, prob: 0.3797	
10_00855, 9172/17837(0.514) area: 54.553, gt: 10, answer: 10, prob: 0.9999	
11_01073, 9173/17838(0.514) area: 61.433, gt: 11, answer: 11, prob: 0.9984	
12_00190, 9174/17839(0.514) area: 26.115, gt: 12, answer: 12, prob: 0.9712	
13_00231, 9175/17840(0.514) area: 48.062, gt: 13, answer: 13, prob: 1.0000	
17_00813, 9176/17841(0.514) area: 42.000, gt: 17, answer: 17, prob: 0.9980	
23_00567, 9176/17842(0.514) area: 30.397, gt: 23, answer: 30, prob: 0.4121	
03_00479, 9176/17843(0.514) area: 29.950, gt: 3, answer: 15, prob: 0.5142	
10_00856, 9177/17844(0.514) area: 73.756, gt: 10, answer: 10, prob: 0.9998	
11_01074, 9178/17845(0.514) area: 76.059, gt: 11, answer: 11, prob: 0.9508	
13_00232, 9179/17846(0.514) area: 65.299, gt: 13, answer: 13, prob: 1.0000	
17_00814, 9180/17847(0.514) area: 49.497, gt: 17, answer: 17, prob: 0.9784	
23_00568, 9180/17848(0.514) area: 25.826, gt: 23, answer: 30, prob: 0.3684	
23_00569, 9181/17849(0.514) area: 35.986, gt: 23, answer: 23, prob: 0.3300	
30_00737, 9181/17850(0.514) area: 31.623, gt: 30, answer: 13, prob: 0.9952	
30_00738, 9182/17851(0.514) area: 25.040, gt: 30, answer: 30, prob: 0.7281	
16_00940, 9183/17852(0.514) area: 35.986, gt: 16, answer: 16, prob: 0.9707	
30_00739, 9183/17853(0.514) area: 30.594, gt: 30, answer: 13, prob: 0.8712	
31_00677, 9184/17854(0.514) area: 31.937, gt: 31, answer: 31, prob: 0.9974	
10_00857, 9185/17855(0.514) area: 57.061, gt: 10, answer: 10, prob: 0.9968	
12_00191, 9186/17856(0.514) area: 30.935, gt: 12, answer: 12, prob: 1.0000	
16_00941, 9187/17857(0.514) area: 31.937, gt: 16, answer: 16, prob: 0.9916	
31_00678, 9188/17858(0.515) area: 29.698, gt: 31, answer: 31, prob: 0.7085	
03_00480, 9188/17859(0.514) area: 21.024, gt: 3, answer: 30, prob: 0.4158	
10_00858, 9189/17860(0.515) area: 51.205, gt: 10, answer: 10, prob: 0.9999	
11_01075, 9190/17861(0.515) area: 67.261, gt: 11, answer: 11, prob: 0.9976	
12_00192, 9191/17862(0.515) area: 23.238, gt: 12, answer: 12, prob: 0.9199	
13_00233, 9192/17863(0.515) area: 51.769, gt: 13, answer: 13, prob: 1.0000	
16_00942, 9193/17864(0.515) area: 46.497, gt: 16, answer: 16, prob: 0.7824	
17_00815, 9194/17865(0.515) area: 51.381, gt: 17, answer: 17, prob: 0.9994	
31_00679, 9195/17866(0.515) area: 44.889, gt: 31, answer: 31, prob: 0.9794	
03_00481, 9195/17867(0.515) area: 20.396, gt: 3, answer: 30, prob: 0.4909	
10_00859, 9196/17868(0.515) area: 56.683, gt: 10, answer: 10, prob: 0.9998	
11_01076, 9197/17869(0.515) area: 60.828, gt: 11, answer: 11, prob: 0.9922	
12_00193, 9198/17870(0.515) area: 26.702, gt: 12, answer: 12, prob: 0.9863	
13_00234, 9199/17871(0.515) area: 50.080, gt: 13, answer: 13, prob: 1.0000	
17_00816, 9200/17872(0.515) area: 42.000, gt: 17, answer: 17, prob: 0.9984	
23_00570, 9200/17873(0.515) area: 28.284, gt: 23, answer: 30, prob: 0.3145	
11_01077, 9201/17874(0.515) area: 87.430, gt: 11, answer: 11, prob: 0.9024	
13_00235, 9202/17875(0.515) area: 63.624, gt: 13, answer: 13, prob: 1.0000	
17_00817, 9203/17876(0.515) area: 56.859, gt: 17, answer: 17, prob: 0.9950	
23_00571, 9203/17877(0.515) area: 28.844, gt: 23, answer: 33, prob: 0.3905	
19_00347, 9203/17878(0.515) area: 25.100, gt: 19, answer: 16, prob: 0.3329	
30_00740, 9203/17879(0.515) area: 27.875, gt: 30, answer: 13, prob: 0.8949	
30_00741, 9203/17880(0.515) area: 22.271, gt: 30, answer: 13, prob: 0.9835	
16_00943, 9204/17881(0.515) area: 30.984, gt: 16, answer: 16, prob: 0.9762	
30_00742, 9204/17882(0.515) area: 27.749, gt: 30, answer: 13, prob: 0.9085	
31_00680, 9204/17883(0.515) area: 28.142, gt: 31, answer: 8, prob: 0.9601	
03_00482, 9204/17884(0.515) area: 25.788, gt: 3, answer: 30, prob: 0.8248	
10_00860, 9205/17885(0.515) area: 62.450, gt: 10, answer: 10, prob: 1.0000	
12_00194, 9206/17886(0.515) area: 26.382, gt: 12, answer: 12, prob: 1.0000	
13_00236, 9207/17887(0.515) area: 60.548, gt: 13, answer: 13, prob: 1.0000	
16_00944, 9208/17888(0.515) area: 29.462, gt: 16, answer: 16, prob: 0.9756	
31_00681, 9208/17889(0.515) area: 27.350, gt: 31, answer: 8, prob: 0.7894	
10_00861, 9209/17890(0.515) area: 47.624, gt: 10, answer: 10, prob: 0.9999	
11_01078, 9210/17891(0.515) area: 58.983, gt: 11, answer: 11, prob: 0.9883	
12_00195, 9211/17892(0.515) area: 22.226, gt: 12, answer: 12, prob: 0.9989	
13_00237, 9212/17893(0.515) area: 47.244, gt: 13, answer: 13, prob: 1.0000	
16_00945, 9213/17894(0.515) area: 43.955, gt: 16, answer: 16, prob: 0.5795	
17_00818, 9214/17895(0.515) area: 44.430, gt: 17, answer: 17, prob: 0.9972	
23_00572, 9214/17896(0.515) area: 37.947, gt: 23, answer: 30, prob: 0.4260	
03_00483, 9214/17897(0.515) area: 21.424, gt: 3, answer: 30, prob: 0.4431	
10_00862, 9215/17898(0.515) area: 59.330, gt: 10, answer: 10, prob: 0.9998	
11_01079, 9216/17899(0.515) area: 61.433, gt: 11, answer: 11, prob: 0.9609	
12_00196, 9217/17900(0.515) area: 28.284, gt: 12, answer: 12, prob: 1.0000	
13_00238, 9218/17901(0.515) area: 51.381, gt: 13, answer: 13, prob: 0.9999	
17_00819, 9219/17902(0.515) area: 43.474, gt: 17, answer: 17, prob: 0.9978	
23_00573, 9219/17903(0.515) area: 27.129, gt: 23, answer: 30, prob: 0.2516	
17_00820, 9219/17904(0.515) area: 53.991, gt: 17, answer: 18, prob: 0.6840	
23_00574, 9219/17905(0.515) area: 31.401, gt: 23, answer: 33, prob: 0.2784	
19_00348, 9219/17906(0.515) area: 25.100, gt: 19, answer: 18, prob: 0.5612	
30_00743, 9219/17907(0.515) area: 27.350, gt: 30, answer: 32, prob: 0.5885	
30_00744, 9219/17908(0.515) area: 19.416, gt: 30, answer: 32, prob: 0.8145	
31_00682, 9220/17909(0.515) area: 31.432, gt: 31, answer: 31, prob: 0.8547	
16_00946, 9221/17910(0.515) area: 26.981, gt: 16, answer: 16, prob: 0.9901	
30_00745, 9221/17911(0.515) area: 25.515, gt: 30, answer: 13, prob: 0.8512	
31_00683, 9221/17912(0.515) area: 24.980, gt: 31, answer: 8, prob: 0.8233	
03_00484, 9221/17913(0.515) area: 21.166, gt: 3, answer: 30, prob: 0.8432	
10_00863, 9222/17914(0.515) area: 51.846, gt: 10, answer: 10, prob: 1.0000	
11_01080, 9223/17915(0.515) area: 73.007, gt: 11, answer: 11, prob: 0.9973	
12_00197, 9224/17916(0.515) area: 22.361, gt: 12, answer: 12, prob: 0.9982	
13_00239, 9225/17917(0.515) area: 54.909, gt: 13, answer: 13, prob: 1.0000	
16_00947, 9226/17918(0.515) area: 27.982, gt: 16, answer: 16, prob: 0.9868	
17_00821, 9227/17919(0.515) area: 59.144, gt: 17, answer: 17, prob: 0.9991	
31_00684, 9228/17920(0.515) area: 26.077, gt: 31, answer: 31, prob: 0.6851	
10_00864, 9229/17921(0.515) area: 44.598, gt: 10, answer: 10, prob: 1.0000	
11_01081, 9230/17922(0.515) area: 52.868, gt: 11, answer: 11, prob: 0.9848	
13_00240, 9231/17923(0.515) area: 43.370, gt: 13, answer: 13, prob: 1.0000	
17_00822, 9232/17924(0.515) area: 39.987, gt: 17, answer: 17, prob: 0.9985	
23_00575, 9232/17925(0.515) area: 31.305, gt: 23, answer: 30, prob: 0.2048	
03_00485, 9232/17926(0.515) area: 23.622, gt: 3, answer: 13, prob: 0.1805	
10_00865, 9233/17927(0.515) area: 62.929, gt: 10, answer: 10, prob: 0.9999	
11_01082, 9234/17928(0.515) area: 63.048, gt: 11, answer: 11, prob: 0.8914	
12_00198, 9235/17929(0.515) area: 30.397, gt: 12, answer: 12, prob: 0.9982	
13_00241, 9236/17930(0.515) area: 55.317, gt: 13, answer: 13, prob: 1.0000	
17_00823, 9237/17931(0.515) area: 44.900, gt: 17, answer: 17, prob: 0.9642	
23_00576, 9237/17932(0.515) area: 26.702, gt: 23, answer: 33, prob: 0.4038	
30_00746, 9238/17933(0.515) area: 61.968, gt: 30, answer: 30, prob: 1.0000	
30_00747, 9239/17934(0.515) area: 56.000, gt: 30, answer: 30, prob: 1.0000	
30_00748, 9240/17935(0.515) area: 84.149, gt: 30, answer: 30, prob: 1.0000	
04_00785, 9241/17936(0.515) area: 25.923, gt: 4, answer: 4, prob: 0.7105	
05_00973, 9241/17937(0.515) area: 26.981, gt: 5, answer: 12, prob: 0.7975	
31_00685, 9241/17938(0.515) area: 48.528, gt: 31, answer: 33, prob: 0.7962	
16_00948, 9242/17939(0.515) area: 92.304, gt: 16, answer: 16, prob: 0.5916	
31_00686, 9243/17940(0.515) area: 108.995, gt: 31, answer: 31, prob: 1.0000	
16_00949, 9244/17941(0.515) area: 86.081, gt: 16, answer: 16, prob: 0.6113	
31_00687, 9245/17942(0.515) area: 118.110, gt: 31, answer: 31, prob: 1.0000	
03_00486, 9245/17943(0.515) area: 25.040, gt: 3, answer: 33, prob: 0.1929	
10_00866, 9246/17944(0.515) area: 60.175, gt: 10, answer: 10, prob: 0.9992	
11_01083, 9247/17945(0.515) area: 70.626, gt: 11, answer: 11, prob: 0.9938	
12_00199, 9248/17946(0.515) area: 32.311, gt: 12, answer: 12, prob: 0.9999	
13_00242, 9249/17947(0.515) area: 53.376, gt: 13, answer: 13, prob: 1.0000	
16_00950, 9250/17948(0.515) area: 99.579, gt: 16, answer: 16, prob: 0.5666	
17_00824, 9250/17949(0.515) area: 48.497, gt: 17, answer: 16, prob: 0.7839	
10_00867, 9251/17950(0.515) area: 55.723, gt: 10, answer: 10, prob: 0.9993	
11_01084, 9252/17951(0.515) area: 55.749, gt: 11, answer: 11, prob: 0.9879	
12_00200, 9253/17952(0.515) area: 30.594, gt: 12, answer: 12, prob: 0.9845	
13_00243, 9254/17953(0.515) area: 42.532, gt: 13, answer: 13, prob: 1.0000	
17_00825, 9255/17954(0.515) area: 36.878, gt: 17, answer: 17, prob: 0.9851	
23_00577, 9256/17955(0.516) area: 23.367, gt: 23, answer: 23, prob: 0.4727	
03_00487, 9256/17956(0.515) area: 27.749, gt: 3, answer: 33, prob: 0.4632	
10_00868, 9257/17957(0.516) area: 83.403, gt: 10, answer: 10, prob: 0.9994	
11_01085, 9258/17958(0.516) area: 68.542, gt: 11, answer: 11, prob: 0.9141	
12_00201, 9259/17959(0.516) area: 45.957, gt: 12, answer: 12, prob: 0.9973	
13_00244, 9260/17960(0.516) area: 54.065, gt: 13, answer: 13, prob: 0.9996	
17_00826, 9261/17961(0.516) area: 41.893, gt: 17, answer: 17, prob: 0.9658	
23_00578, 9262/17962(0.516) area: 30.496, gt: 23, answer: 23, prob: 0.3848	
30_00749, 9263/17963(0.516) area: 63.804, gt: 30, answer: 30, prob: 1.0000	
30_00750, 9264/17964(0.516) area: 52.000, gt: 30, answer: 30, prob: 1.0000	
30_00751, 9265/17965(0.516) area: 66.348, gt: 30, answer: 30, prob: 1.0000	
04_00786, 9266/17966(0.516) area: 23.367, gt: 4, answer: 4, prob: 0.8967	
07_01228, 9266/17967(0.516) area: 24.536, gt: 7, answer: 12, prob: 0.8545	
16_00951, 9267/17968(0.516) area: 97.586, gt: 16, answer: 16, prob: 0.9319	
31_00688, 9268/17969(0.516) area: 93.397, gt: 31, answer: 31, prob: 0.9995	
04_00787, 9269/17970(0.516) area: 20.494, gt: 4, answer: 4, prob: 0.9551	
